분류,일반/특별,제휴사,프로모션명,시작일,종료일,내용,혜택,카테고리,Thumbnail,Detail,URL
제휴,일반,헬스인팜,[헬스인팜] 여름맞이 6월 월간이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780222114434.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[헬스인팜] 여름맞이 6월 월간이벤트🌞 이미지_202604_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[헬스인팜] 여름맞이 6월 월간이벤트🌞 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[헬스인팜] 여름맞이 6월 월간이벤트🌞 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[헬스인팜] 여름맞이 6월 월간이벤트🌞 이미지_4.jpg,https://www.baropharm.com/events/16823
제휴,일반,제이웰팜,[제이웰팜] 여름맞이 6월 월간이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780222046602.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[제이웰팜] 여름맞이 6월 월간이벤트🌞 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[제이웰팜] 여름맞이 6월 월간이벤트🌞 이미지_2.jpg,https://www.baropharm.com/events/16822
제휴,일반,대성메디케어,[대성메디케어] 여름맞이 6월 추가 증정 이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780221969486.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[대성메디케어] 여름맞이 6월 추가 증정 이벤트🌞 이미지_202604_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[대성메디케어] 여름맞이 6월 추가 증정 이벤트🌞 이미지_2.jpg,https://www.baropharm.com/events/16821
제휴,일반,피지엘,[피지엘] 여름맞이 6월 증정 이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780221872665.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[피지엘] 여름맞이 6월 증정 이벤트🌞 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[피지엘] 여름맞이 6월 증정 이벤트🌞 이미지_2.jpg,https://www.baropharm.com/events/16820
제휴,일반,이너웍스,[이너웍스] 여름맞이 6월 월간이벤트🌞,2026-06-01,2026-06-30,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1780221758265.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[이너웍스] 여름맞이 6월 월간이벤트🌞 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[이너웍스] 여름맞이 6월 월간이벤트🌞 이미지_2.jpg,https://www.baropharm.com/events/16819
제휴,일반,보고신약,보고신약 여름맞이 3만이상 주문 시 6%포인트백,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1779074955528.jpg?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\보고신약 여름맞이 3만이상 주문 시 6%포인트백 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\보고신약 여름맞이 3만이상 주문 시 6%포인트백 이미지_2.jpg,https://www.baropharm.com/events/16619
제휴,일반,유케이인터팜,유케이인터팜 여름나기 기획전,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778744343038.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\유케이인터팜 여름나기 기획전 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\유케이인터팜 여름나기 기획전 이미지_2.jpg,https://www.baropharm.com/events/16551
제휴,일반,바스틀리,바스틀리 여름맞이 3만이상 주문 시 6%포인트백,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778737606499.jpg?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\바스틀리 여름맞이 3만이상 주문 시 6%포인트백 이미지_202605_1.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\바스틀리 여름맞이 3만이상 주문 시 6%포인트백 이미지_2.jpg,https://www.baropharm.com/events/16550
제휴,일반,헤밀래라이프랩,헤밀래라이프랩 여름맞이 3만이상 주문 시 6%포인트백,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778478513941.jpg?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\헤밀래라이프랩 여름맞이 3만이상 주문 시 6%포인트백 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\헤밀래라이프랩 여름맞이 3만이상 주문 시 6%포인트백 이미지_2.jpg,https://www.baropharm.com/events/16484
제휴,일반,소울드림,[소울드림] 여름 흉터 관리 3만이상 구매 시 6%포인트백,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778478356071.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[소울드림] 여름 흉터 관리 3만이상 구매 시 6%포인트백 이미지_202604_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[소울드림] 여름 흉터 관리 3만이상 구매 시 6%포인트백 이미지_2.jpg,https://www.baropharm.com/events/16483
제휴,일반,미라클뮤즈,미라클뮤즈 전제품 6%포인트백 이벤트,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778492980462.jpg?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\미라클뮤즈 전제품 6%포인트백 이벤트 이미지_202603_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\미라클뮤즈 전제품 6%포인트백 이벤트 이미지_2.jpg,https://www.baropharm.com/events/16482
제휴,일반,멀버리부쉬,[멀버리부쉬]슬리핑보틀 할인쿠폰 증정 + 6%포인트 중복 이벤트,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778477407419.jpg?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[멀버리부쉬]슬리핑보틀 할인쿠폰 증정 + 6%포인트 중복 이벤트 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[멀버리부쉬]슬리핑보틀 할인쿠폰 증정 + 6%포인트 중복 이벤트 이미지_2.jpg,https://www.baropharm.com/events/16480
제휴,일반,멀버리부쉬,[멀버리부쉬]리르 할인쿠폰 증정 6%포인트 중복 이벤트,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778477285735.jpg?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[멀버리부쉬]리르 할인쿠폰 증정 6%포인트 중복 이벤트 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[멀버리부쉬]리르 할인쿠폰 증정 6%포인트 중복 이벤트 이미지_2.jpg,https://www.baropharm.com/events/16479
제휴,일반,멀버리부쉬,[멀버리부쉬]뉴트리하루 할인쿠폰 증정 + 6%포인트 중복 이벤트,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778477183341.jpg?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[멀버리부쉬]뉴트리하루 할인쿠폰 증정 + 6%포인트 중복 이벤트 이미지_202604_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[멀버리부쉬]뉴트리하루 할인쿠폰 증정 + 6%포인트 중복 이벤트 이미지_2.jpg,https://www.baropharm.com/events/16478
제휴,일반,노스크,[노스크 ]여름밤 숙면나기 5+1 추가증정 + 6%포인트백 이벤트,2026-05-18,2026-07-01,입점업체 이벤트,,,https://i.baropharm.com/uploads/event/202605/1778477013125.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[노스크 ]여름밤 숙면나기 5+1 추가증정 + 6%포인트백 이벤트 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\[노스크 ]여름밤 숙면나기 5+1 추가증정 + 6%포인트백 이벤트 이미지_2.jpg,https://www.baropharm.com/events/16477
제휴,일반,우리카드,"🎉 우리카드 최대혜택받기, 로얄블루M 카드",2026-04-01,2026-12-31,카드 프로모션,,,https://i.baropharm.com/uploads/event/202605/1780022190485.png?&w=752&q=95,"D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 우리카드 최대혜택받기, 로얄블루M 카드 이미지_202605_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 우리카드 최대혜택받기, 로얄블루M 카드 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 우리카드 최대혜택받기, 로얄블루M 카드 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 우리카드 최대혜택받기, 로얄블루M 카드 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 우리카드 최대혜택받기, 로얄블루M 카드 이미지_5.jpg",https://www.baropharm.com/events/16785
,일반,,"🎉 최대 60만점 적립, KB 비즈프라임카드",2025-11-28,2026-09-30,카드 프로모션,,,https://i.baropharm.com/event/5b608361-d841-4a8c-8f05-41f5416f04e8.png?&w=752&q=95,"D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 최대 60만점 적립, KB 비즈프라임카드 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 최대 60만점 적립, KB 비즈프라임카드 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 최대 60만점 적립, KB 비즈프라임카드 이미지_3.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 최대 60만점 적립, KB 비즈프라임카드 이미지_4.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 최대 60만점 적립, KB 비즈프라임카드 이미지_5.jpg",https://www.baropharm.com/events/14224
제휴,일반,현대약품,"🎖️현대약품 🥸복합마이녹실액5%, 이건뭐약?",2024-06-14,2028-07-01,브랜드관 이벤트,,,https://i.baropharm.com/event/f191e9ad-af0e-44fb-abc1-96259a9a1f31.png?&w=752&q=95,"D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품 🥸복합마이녹실액5%, 이건뭐약_ 이미지_202606_1.gif|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품 🥸복합마이녹실액5%, 이건뭐약_ 이미지_202406_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품 🥸복합마이녹실액5%, 이건뭐약_ 이미지_202406_3.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품 🥸복합마이녹실액5%, 이건뭐약_ 이미지_202406_4.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎖️현대약품 🥸복합마이녹실액5%, 이건뭐약_ 이미지_202407_5.png",https://www.baropharm.com/events/6757
제휴,일반,우리카드,💳 우리카드 혜택 한 눈에 보기,2024-04-17,2030-04-30,카드혜택 정보,,,https://i.baropharm.com/event/0f8ec548-0b76-485e-b2c9-a1f31e8f83ea.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 우리카드 혜택 한 눈에 보기 이미지_202606_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 우리카드 혜택 한 눈에 보기 이미지_2.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 우리카드 혜택 한 눈에 보기 이미지_202406_3.png,https://www.baropharm.com/events/5446
제휴,일반,KB국민카드,💳 KB국민카드 혜택 한 눈에 보기,2024-04-17,2030-06-13,카드혜택 정보,,,https://i.baropharm.com/event/a7175d5b-09e2-4fa4-bb38-57e66dc4d5fd.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 KB국민카드 혜택 한 눈에 보기 이미지_202605_1.jpg|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\💳 KB국민카드 혜택 한 눈에 보기 이미지_2.jpg,https://www.baropharm.com/events/5445
제휴,일반,네이버페이,🎉 바로팜x네이버페이 프로모션,2024-05-28,2099-05-29,카드 프로모션,,,https://i.baropharm.com/event/bb8c81bc-814a-4f87-a4f9-6ac3308c250d.png?&w=752&q=95,D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 바로팜x네이버페이 프로모션 이미지_202603_1.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 바로팜x네이버페이 프로모션 이미지_202406_2.png|D:\Users\Desktop\pico\quasi_drug\data\baropharm\events\🎉 바로팜x네이버페이 프로모션 이미지_202405_3.png,https://www.baropharm.com/events/6253
